ID,Name,Score
74577599,Traptrix Holeutea,50
69599136,Floodgate Trap Hole,50
64765016,Paleozoic Marrella,50
58921041,Anti-Spell Fragrance,50
80604091,Ultimate Offering,50
61420130,Paleozoic Hallucigenia,50
73599290,Soul Drain,50
73729209,Skill Successor,50
38960450,Armory Call,50
66518841,Prideful Roar,50
36361633,Threatening Roar,50
30461781,Legacy of Yata-Garasu,50
61740673,Imperial Order,50
82359538,Enneacraft - Aiza.LEON,90
90673288,Sky Striker Ace - Shizuku,50
15844566,Powercode Talker,50
73639099,Traptrix Sera,50
22593417,Topologic Gumblar Dragon,50
25919316,Pitknight Filly,50
68987122,Borrelguard Dragon,50
4914353,Space Insulator,50
71818935,Moon of the Closed Heaven,50
28776350,Akashic Magician,50
65330383,Knightmare Gryphon,50
24269961,Unchained Soul Lord of Yama,50
72336818,Pentestag,50
22862454,Proxy Dragon,50
98462037,Sky Striker Ace - Azalea,50
86148577,Guardragon Elpy,50
48815792,"Hiita the Fire Charmer, Ablaze",50
63013339,Sky Striker Ace - Camellia,50
45819647,"Selene, Queen of the Master Magicians",50
8491308,Sky Striker Ace - Hayate,50
2772337,"Promethean Princess, Bestower of Flames",50
12421694,Sky Striker Ace - Kaina,50
91336701,Day-Breaker the Shining Magical Warrior,50
39064822,Knightmare Goblin,50
48183890,Traptrix Atypus,50
77610772,Ib the World Chalice Priestess,50
24094258,Heavymetalfoes Electrumite,50
67598234,"Gaia Saber, the Lightning Shadow",50
22125101,Beyond the Pendulum,50
45112597,Worldsea Dragon Zealantis,50
77637979,LANphorhynchus,50
71095768,Bujinki Ahashima,50
69015963,Cyber-Stein,75
64966519,Dispatchparazzi,50
56741506,Sky Striker Ace - Azalea Temperance,50
5043010,Firewall Dragon,50
952523,Traptrix Cularia,50
10669138,Five-Headed Link Dragon,50
63288573,Sky Striker Ace - Kagari,50
61665245,Summon Sorceress,50
98642179,Ferocious Flame Swordsman,50
52445243,Tri-Edge Master,50
73104892,Maple Maiden,50
32995007,"Celestial Wolf Lord, Blue Sirius",50
8561192,"Leo, the Keeper of the Sacred Tree",50
49565413,Chaos Beast,50
92744676,Zapper Shrimp,50
63422098,Giganticastle,50
87837090,Kuibelt the Blade Dragon,50
34408491,Beelze of the Diabolic Dragons,50
77313225,"Rciela, Sinister Soul of the White Forest",50
63465535,Underground Arachnid,50
70252926,Fortune Lady Every,50
14307929,"Diabell, Queen of the White Forest",50
70780151,Thought Ruler Archfiend,50
18239909,"Ignister Prominence, the Blasting Dracoslayer",50
21915012,Cupid Pitch,50
30607616,"Oboro-Guruma, the Wheeled Mayakashi",50
93125329,Golden Cloud Beast - Malong,50
46132282,Powered Inzektron,50
44035031,Gravity Warrior,50
42216237,Angel of Zera,50
41924516,"Silvera, Wolf Tamer of the White Forest",50
67556500,Phonon Pulse Dragon,50
53981499,Mighty Warrior,50
38904695,Infernity Doom Archfiend,50
97007933,Hi-Speedroid Kendama,50
4179255,Ancient Pixie Dragon,50
80949182,Battlewasp - Hama the Conquering Bow,50
53714009,Flamvell Uruquizas,50
65398390,Infernoble Knight Captain Oliver,50
81020646,Void Ogre Dragon,50
109401,Dark Dimension Soldier,50
95040215,Blackwing - Nothung the Starlight,50
64635042,Archfiend's Call,50
87188910,Ravenous Crocodragon Archethys,50
46057733,Shamisen Samsara Sorrowcat,50
80108118,X-Saber Urbellum,50
90953320,T.G. Hyper Librarian,50
55863245,Tatsunoko,50
87259077,Lightning Warrior,50
97204936,"Gaia Knight, the Force of Earth",50
97677329,Backup Supervisor,50
95784714,"Flying Mary, the Wandering Ghost Ship",50
6511113,Traptrix Rafflesia,50
34086406,Lavalval Chain,50
52558805,Temtempo the Percussion Djinn,50
1688285,Traptrix Pinguicula,50
54719828,Number 16: Shock Master,50
25341652,Maestroke the Symphony Djinn,50
9608555,Salamangreat Blaze Dragon,50
31386180,"Tiras, Keeper of Genesis",50
61344030,Starliege Paladynamo,50
95992081,Leviair the Sea Dragon,50
95132593,Hecahands Gaigas,90
93568288,Number 80: Rhapsody in Berserk,50
62709239,The Phantom Knights of Break Sword,50
29669359,Number 61: Volcasaurus,50
5530780,Exosister Gibrine,50
10002346,Gachi Gachi Gantetsu,50
16259549,Number 49: Fortune Tune,50
1426714,Number 48: Shadow Lich,50
41524885,Exosister Asophiel,50
19333131,Number 12: Crimson Shadow Armor Ninja,50
77631175,Comics Hero King Arthur,50
81330115,Number 30: Acid Golem of Destruction,50
21637502,Hecahands Breus,90
76067258,Number 66: Master Key Beetle,50
94119480,"Adreus, Keeper of Armageddon",50
90590303,Number 41: Bagooska the Terribly Tired Tapir,50
63746411,Number 106: Giant Hand,50
15914410,Mechquipped Angineer,50
65884091,Evilswarm Thanatos,50
1249315,Herald of Pure Light,50
16509007,Kewl Tune Mix,50
91949988,"Gaia Dragon, the Thunder Charger",50
94380860,Number 103: Ragnazero,50
63101919,Tempest Magician,50
71166481,Number 75: Bamboozling Gossip Shadow,50
71858682,Centur-Ion Auxila,50
4997565,Number 3: Cicada King,50
47805931,Number 20: Giga-Brilliant,50
63503850,Brute Enforcer,50
15982593,Centur-Ion Legatia,50
94151981,Xyz Armor Torpedo,50
52038441,Ghost Mourner & Moonlit Chill,50
64664373,Metaltronus,50
39238953,Lullaby of Obedience,90
5833312,Duel Academy,50
39973386,Duality,50
94445733,Runick Destruction,50
66712905,Runick Dispelling,50
91706817,Angel of Blue Tears,50
39730727,Flawless Perfection of the Tenyi,50
54594017,Blackwing - Sharnga the Waning Moon,50
76794549,Astrograph Sorcerer,50
67835547,Runick Slumber,50
79387392,Reactor Slime,50
64605089,Swordsman of Revealing Light,50
2347656,Lovely Labrynth of the Silver Castle,50
73602965,Arias the Labrynth Butler,50
28454232,Enneacraft - Asta.PIXEA,90
68144894,Hecahands Godos,90
39475024,"Gashadokuro, the Skeletal Mayakashi",50
40251688,Infernoble Knight Captain Roland,50
77656797,Infernoble Knight Emperor Charles,50
34206604,Magical Scientist,89
59369430,Golgoil the Steel Seismic Smasher,50
40221691,Nightmare Magician,50
17550376,Nemleria Dream Defender - Oreiller,50
87462901,Emissary from the House of Wax,50
43944080,Nemleria Dream Defender - Couette,50
23516703,Summon Limit,50
33407125,Labrynth Labyrinth,50
4064256,Zombie World,50
4931121,Full Force Virus,50
12435193,Koa'ki Meiru Drago,50
81237046,Enneacraft - Archa.TAIL,90
65342096,Endymion's Lab,50
40318957,Performapal Skullcrobat Joker,50
73979030,Angraecum Umbrella,50
40894584,Jigabyte,50
545781,Mahaama the Fairy Dragon,50
45154513,Alghoul Mazera,50
73176465,"Felis, Lightsworn Archer",50
43129357,Ragnaraika Skeletal Soldier,50
75352507,Ragnaraika Selene Snapper,50
18760514,Mad Mauler,50
76352503,Changshi the Spiridao,50
91575236,Immortal Dragon,50
6908161,Ragnaraika Chain Coils,50
92964816,Glow-Up Bloom,50
39767432,Sorcerer of Sebek,50
66532962,Magistus Chorozo,50
63519819,Thousand-Eyes Restrict,80
1845204,Instant Fusion,75
5556668,Exchange,40
28566710,Last Turn,40
17484499,Exchange of the Spirit,40
53334471,Gozen Match,40
33909817,Sylvan Princessprite,40
74879881,Mimikuril,40
86809440,Mimighoul Dungeon,40
70155677,Dreaming Nemleria,40
27204311,"Nibiru, the Primal Being",40
83257450,The Unstoppable Exodia Incarnate,65
37818794,Red-Eyes Dark Dragoon,65
23995346,Blue-Eyes Ultimate Dragon,65
72959823,Panzer Dragon,65
80071763,Dark Balter the Terrible,65
47219274,Freki the Runick Fangs,80
41578483,Millennium-Eyes Restrict,70
92385016,Munin the Runick Wings,80
74659582,Sleipnir the Runick Mane,80
80532587,Elder Entity N'tss,70
17412721,Elder Entity Norden,80
28373620,Geri the Runick Fangs,80
54757758,Mudragon of the Swamp,65
85684223,Reaper on the Nightmare,65
96334243,Sea Monster of Theseus,50
